,gender,match,same_race,age_o,race_o,decision_o,attractiveness_o,sincerity_o,intelligence_o,fun_o,ambition_o,shared_interest_o,like_o,age,field,field_cd,race,race_important,religion_important,from,goal,frequency_of_date,frequency_go_out,career,career_c,decision,attractiveness,sincerity,intelligence,fun,ambition,shared_interest,length,you_call,them_cal
4852,Female,No,No,,,No,5.0,7.0,8.0,5.0,6.0,5.0,5.0,34.0,Anthropology,"Social Science, Psychologist",Asian/Pacific Islander/Asian-American,2.0,1.0,Tokyo and Texas,To meet new people,Twice a week,Twice a week,to get Ph.D and be a professor,Academic / Research,Yes,8.0,,10.0,8.0,,10.0,,2.0,1.0
4853,Female,Yes,Yes,30.0,Asian/Pacific Islander/Asian-American,Yes,8.0,10.0,9.0,7.0,8.0,8.0,8.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,Yes,6.0,7.0,8.0,8.0,6.0,6.0,Just Right,0.0,2.0
4854,Female,Yes,No,23.0,European/Caucasion-American,Yes,8.0,8.0,7.0,7.0,7.0,7.0,8.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,Yes,8.0,7.0,8.0,7.0,6.0,6.0,Just Right,0.0,2.0
4855,Female,No,Yes,29.0,Asian/Pacific Islander/Asian-American,No,8.0,7.0,7.0,6.0,6.0,7.0,7.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,Yes,8.0,7.0,8.0,7.0,7.0,6.0,Just Right,0.0,2.0
4856,Female,No,No,24.0,European/Caucasion-American,Yes,8.0,8.0,8.0,6.0,8.0,5.0,8.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,No,,,,,,,Just Right,0.0,2.0
4857,Female,No,No,25.0,Latino/Hispanic American,No,6.0,5.0,4.0,3.0,4.0,2.0,3.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,No,6.0,7.0,7.0,6.0,6.0,6.0,Just Right,0.0,2.0
4858,Female,No,No,28.0,European/Caucasion-American,Yes,10.0,10.0,9.0,7.0,7.0,8.0,8.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,No,6.0,8.0,7.0,7.0,6.0,8.0,Just Right,0.0,2.0
4859,Female,No,No,27.0,Other,No,6.0,6.0,7.0,6.0,6.0,5.0,6.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,No,6.0,7.0,7.0,6.0,6.0,6.0,Just Right,0.0,2.0
4860,Female,Yes,No,,,Yes,9.0,9.0,8.0,6.0,8.0,5.0,8.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,Yes,7.0,6.0,7.0,8.0,6.0,7.0,Just Right,0.0,2.0
4861,Female,No,No,,,No,7.0,8.0,7.0,4.0,5.0,4.0,5.0,25.0,Instructional Tech & Media,Engineering,Asian/Pacific Islander/Asian-American,1.0,1.0,Taiwan,To meet new people,Twice a month,Once a week,Education,Academic / Research,No,,,,,,,Just Right,0.0,2.0
4862,Female,Yes,No,30.0,Asian/Pacific Islander/Asian-American,Yes,10.0,10.0,9.0,10.0,10.0,10.0,10.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,1.0,10.0,10.0,6.0,5.0,1.0,Just Right,,
4863,Female,No,Yes,23.0,European/Caucasion-American,No,7.0,8.0,7.0,7.0,6.0,6.0,8.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,3.0,6.0,7.0,7.0,6.0,3.0,Just Right,,
4864,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,No,6.0,8.0,6.0,6.0,6.0,6.0,6.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,2.0,6.0,8.0,9.0,5.0,2.0,Just Right,,
4865,Female,Yes,Yes,24.0,European/Caucasion-American,Yes,6.0,7.0,7.0,7.0,,7.0,7.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,1.0,7.0,10.0,6.0,10.0,1.0,Just Right,,
4866,Female,Yes,No,25.0,Latino/Hispanic American,Yes,7.0,7.0,6.0,8.0,6.0,8.0,7.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,3.0,7.0,8.0,9.0,6.0,2.0,Just Right,,
4867,Female,No,Yes,28.0,European/Caucasion-American,No,6.0,6.0,7.0,7.0,6.0,5.0,5.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,1.0,7.0,9.0,7.0,6.0,1.0,Just Right,,
4868,Female,No,No,27.0,Other,No,5.0,6.0,6.0,5.0,6.0,5.0,4.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,1.0,7.0,9.0,2.0,5.0,2.0,Just Right,,
4869,Female,No,No,,,No,8.0,6.0,7.0,9.0,7.0,7.0,9.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,3.0,7.0,9.0,6.0,7.0,9.0,Just Right,,
4870,Female,Yes,No,,,Yes,9.0,8.0,8.0,10.0,7.0,9.0,8.0,23.0,School Psychology,"Social Science, Psychologist",European/Caucasion-American,8.0,3.0,"Erie, PA",Seemed like a fan night out,Twice a month,Twice a week,school psychologist,Psychologist,Yes,8.0,9.0,9.0,9.0,9.0,9.0,Just Right,,
4871,Female,No,No,30.0,Asian/Pacific Islander/Asian-American,No,5.0,10.0,9.0,10.0,8.0,8.0,7.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,5.0,7.0,8.0,7.0,7.0,5.0,Too little,,
4872,Female,No,No,23.0,European/Caucasion-American,No,5.0,8.0,7.0,7.0,6.0,6.0,8.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,7.0,7.0,7.0,7.0,5.0,5.0,Too little,,
4873,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,No,7.0,8.0,8.0,8.0,7.0,7.0,8.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,7.0,6.0,7.0,8.0,6.0,5.0,Too little,,
4874,Female,No,No,24.0,European/Caucasion-American,No,4.0,8.0,5.0,7.0,7.0,,5.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,8.0,7.0,8.0,5.0,7.0,5.0,Too little,,
4875,Female,No,Yes,25.0,Latino/Hispanic American,No,6.0,8.0,8.0,7.0,5.0,6.0,4.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,6.0,7.0,6.0,8.0,5.0,5.0,Too little,,
4876,Female,Yes,No,28.0,European/Caucasion-American,Yes,10.0,9.0,9.0,10.0,8.0,9.0,9.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,6.0,8.0,8.0,7.0,7.0,7.0,Too little,,
4877,Female,Yes,No,27.0,Other,Yes,5.0,6.0,7.0,7.0,6.0,7.0,6.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,5.0,5.0,7.0,5.0,7.0,5.0,Too little,,
4878,Female,Yes,No,,,Yes,8.0,8.0,7.0,9.0,6.0,6.0,8.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,7.0,7.0,7.0,8.0,7.0,5.0,Too little,,
4879,Female,No,No,,,No,6.0,5.0,6.0,8.0,10.0,5.0,7.0,30.0,School Psychology,"Social Science, Psychologist",Latino/Hispanic American,2.0,4.0,New York,To meet new people,Several times a year,Twice a week,School Psychologist,Psychologist,Yes,7.0,5.0,6.0,4.0,5.0,5.0,Too little,,
4880,Female,No,No,30.0,Asian/Pacific Islander/Asian-American,No,6.0,10.0,9.0,8.0,8.0,8.0,6.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,7.0,10.0,8.0,10.0,,9.0,Too little,,
4881,Female,No,No,23.0,European/Caucasion-American,No,4.0,7.0,5.0,5.0,6.0,3.0,5.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,9.0,10.0,9.0,10.0,,7.0,Too little,,
4882,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,No,6.0,8.0,8.0,8.0,6.0,7.0,6.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,8.0,10.0,9.0,10.0,7.0,6.0,Too little,,
4883,Female,No,No,24.0,European/Caucasion-American,No,4.0,7.0,6.0,6.0,6.0,3.0,4.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,7.0,10.0,10.0,6.0,10.0,6.0,Too little,,
4884,Female,No,No,25.0,Latino/Hispanic American,No,4.0,8.0,7.0,8.0,7.0,6.0,2.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,7.0,10.0,9.0,9.0,,9.0,Too little,,
4885,Female,Yes,No,28.0,European/Caucasion-American,Yes,7.0,10.0,9.0,7.0,7.0,7.0,6.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,8.0,10.0,9.0,10.0,9.0,7.0,Too little,,
4886,Female,Yes,No,27.0,Other,Yes,5.0,8.0,8.0,8.0,8.0,8.0,7.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,7.0,10.0,9.0,8.0,,6.0,Too little,,
4887,Female,No,No,,,No,4.0,8.0,6.0,5.0,6.0,3.0,4.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,9.0,10.0,8.0,10.0,9.0,5.0,Too little,,
4888,Female,No,No,,,No,4.0,8.0,6.0,5.0,5.0,7.0,5.0,36.0,Instructional Media and Technology,"Education, Academia",Black/African American,5.0,5.0,"Westchester, new York",To meet new people,Several times a year,Twice a month,Educator,Academic / Research,Yes,8.0,10.0,9.0,8.0,8.0,5.0,Too little,,
4889,Female,No,No,30.0,Asian/Pacific Islander/Asian-American,Yes,9.0,10.0,10.0,10.0,9.0,9.0,9.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,5.0,10.0,8.0,8.0,8.0,2.0,Just Right,,
4890,Female,No,Yes,23.0,European/Caucasion-American,Yes,7.0,8.0,7.0,8.0,7.0,8.0,8.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,8.0,8.0,10.0,,10.0,Just Right,,
4891,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,Yes,9.0,7.0,7.0,8.0,8.0,6.0,8.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,8.0,8.0,8.0,8.0,8.0,Just Right,,
4892,Female,No,Yes,24.0,European/Caucasion-American,Yes,7.0,6.0,7.0,6.0,5.0,7.0,6.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,10.0,8.0,8.0,8.0,8.0,Just Right,,
4893,Female,No,No,25.0,Latino/Hispanic American,Yes,8.0,5.0,7.0,7.0,6.0,5.0,8.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,8.0,8.0,10.0,8.0,5.0,Just Right,,
4894,Female,No,Yes,28.0,European/Caucasion-American,Yes,10.0,10.0,10.0,9.0,9.0,8.0,10.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,10.0,8.0,8.0,8.0,8.0,Just Right,,
4895,Female,No,No,27.0,Other,Yes,8.0,8.0,8.0,7.0,8.0,7.0,6.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,8.0,8.0,8.0,8.0,3.0,Just Right,,
4896,Female,No,No,,,No,9.0,9.0,9.0,9.0,8.0,10.0,9.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,8.0,8.0,8.0,8.0,8.0,Just Right,,
4897,Female,No,No,,,Yes,8.0,5.0,6.0,9.0,7.0,4.0,6.0,29.0,SIPA / MIA,Political Science/ International Affairs,European/Caucasion-American,2.0,7.0,USA/American,To meet new people,Several times a year,Once a week,Consulting,Banking / Consulting /Finance / Marketing/ Business /CEO/ Entrepreneur / Admin,No,8.0,3.0,7.0,6.0,7.0,3.0,Just Right,,
4898,Female,No,No,30.0,Asian/Pacific Islander/Asian-American,Yes,10.0,10.0,9.0,10.0,9.0,9.0,10.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,No,6.0,8.0,8.0,10.0,8.0,6.0,Just Right,0.0,0.0
4899,Female,No,Yes,23.0,European/Caucasion-American,No,6.0,8.0,7.0,6.0,6.0,7.0,7.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,Yes,8.0,8.0,8.0,8.0,6.0,8.0,Just Right,0.0,0.0
4900,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,Yes,8.0,8.0,8.0,7.0,6.0,8.0,8.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,No,8.0,6.0,8.0,8.0,8.0,5.0,Just Right,0.0,0.0
4901,Female,No,Yes,24.0,European/Caucasion-American,No,5.0,8.0,6.0,6.0,6.0,6.0,6.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,Yes,8.0,7.0,8.0,8.0,8.0,8.0,Just Right,0.0,0.0
4902,Female,No,No,25.0,Latino/Hispanic American,No,5.0,7.0,7.0,4.0,9.0,2.0,2.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,No,6.0,8.0,8.0,8.0,7.0,8.0,Just Right,0.0,0.0
4903,Female,No,Yes,28.0,European/Caucasion-American,Yes,9.0,6.0,8.0,7.0,7.0,6.0,6.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,No,7.0,9.0,8.0,8.0,7.0,6.0,Just Right,0.0,0.0
4904,Female,No,No,27.0,Other,Yes,8.0,8.0,8.0,8.0,7.0,7.0,7.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,No,5.0,7.0,7.0,5.0,10.0,5.0,Just Right,0.0,0.0
4905,Female,Yes,No,,,Yes,7.0,9.0,8.0,8.0,6.0,7.0,8.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,Yes,9.0,8.0,8.0,8.0,8.0,4.0,Just Right,0.0,0.0
4906,Female,No,No,,,No,8.0,6.0,7.0,7.0,6.0,4.0,5.0,30.0,English Education,"Education, Academia",European/Caucasion-American,1.0,1.0,NYC,To meet new people,Once a week,Several times a week,Teacher,Academic / Research,Yes,6.0,6.0,7.0,7.0,7.0,7.0,Just Right,0.0,0.0
4907,Female,No,No,30.0,Asian/Pacific Islander/Asian-American,No,4.0,6.0,8.0,5.0,5.0,5.0,4.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,6.0,7.0,7.0,5.0,6.0,,Too little,,
4908,Female,No,Yes,23.0,European/Caucasion-American,No,4.0,6.0,6.0,5.0,6.0,3.0,5.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,7.0,6.0,8.0,7.0,8.0,,Too little,,
4909,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,No,6.0,7.0,7.0,5.0,5.0,5.0,6.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,8.0,6.0,8.0,7.0,8.0,,Too little,,
4910,Female,No,Yes,24.0,European/Caucasion-American,No,5.0,7.0,5.0,5.0,,5.0,6.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,Yes,6.0,7.0,8.0,6.0,8.0,6.0,Too little,,
4911,Female,No,No,25.0,Latino/Hispanic American,No,2.0,2.0,5.0,1.0,7.0,1.0,1.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,Yes,7.0,7.0,9.0,6.0,7.0,6.0,Too little,,
4912,Female,No,Yes,28.0,European/Caucasion-American,Yes,7.0,9.0,8.0,6.0,6.0,6.0,6.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,6.0,8.0,8.0,6.0,7.0,3.0,Too little,,
4913,Female,No,No,27.0,Other,Yes,6.0,8.0,7.0,6.0,7.0,6.0,7.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,3.0,7.0,8.0,6.0,8.0,2.0,Too little,,
4914,Female,No,No,,,Yes,6.0,9.0,8.0,6.0,6.0,9.0,7.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,5.0,6.0,7.0,6.0,7.0,,Too little,,
4915,Female,No,No,,,No,5.0,8.0,7.0,4.0,5.0,4.0,5.0,29.0,art education,"Education, Academia",European/Caucasion-American,1.0,1.0,"Great Neck, NY",Other,Several times a year,Twice a week,teacher,Academic / Research,No,8.0,3.0,7.0,6.0,,2.0,Too little,,
4916,Female,No,Yes,30.0,Asian/Pacific Islander/Asian-American,No,7.0,7.0,8.0,6.0,6.0,6.0,5.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,3.0,9.0,8.0,4.0,6.0,2.0,Just Right,,
4917,Female,Yes,No,23.0,European/Caucasion-American,Yes,9.0,8.0,7.0,9.0,6.0,7.0,9.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,Yes,8.0,9.0,9.0,8.0,9.0,7.0,Just Right,,
4918,Female,No,Yes,29.0,Asian/Pacific Islander/Asian-American,Yes,8.0,8.0,8.0,7.0,8.0,7.0,8.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,6.0,8.0,6.0,7.0,6.0,6.0,Just Right,,
4919,Female,No,No,24.0,European/Caucasion-American,Yes,8.0,8.0,8.0,8.0,6.0,8.0,7.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,6.0,7.0,9.0,6.0,8.0,6.0,Just Right,,
4920,Female,No,No,25.0,Latino/Hispanic American,No,6.0,3.0,7.0,6.0,9.0,1.0,4.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,4.0,9.0,8.0,4.0,7.0,4.0,Just Right,,
4921,Female,No,No,28.0,European/Caucasion-American,Yes,10.0,7.0,8.0,8.0,8.0,6.0,6.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,4.0,8.0,8.0,4.0,6.0,2.0,Just Right,,
4922,Female,No,No,27.0,Other,Yes,7.0,7.0,8.0,7.0,9.0,6.0,7.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,4.0,9.0,8.0,6.0,8.0,2.0,Just Right,,
4923,Female,No,No,,,No,6.0,9.0,9.0,8.0,8.0,7.0,6.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,No,5.0,7.0,6.0,6.0,7.0,5.0,Just Right,,
4924,Female,No,No,,,No,7.0,8.0,8.0,8.0,6.0,7.0,6.0,22.0,MA in Quantitative Methods,Engineering,Asian/Pacific Islander/Asian-American,3.0,3.0,California (West Coast),Seemed like a fan night out,Almost never,Once a week,not sure yet :),Undecided,Yes,9.0,8.0,8.0,7.0,8.0,6.0,Just Right,,
4925,Female,No,No,30.0,Asian/Pacific Islander/Asian-American,No,4.0,8.0,8.0,6.0,6.0,5.0,5.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,No,4.0,8.0,8.0,5.0,6.0,3.0,,0.0,0.0
4926,Female,No,Yes,23.0,European/Caucasion-American,No,3.0,4.0,3.0,2.0,6.0,5.0,4.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,Yes,10.0,8.0,5.0,7.0,5.0,4.0,,0.0,0.0
4927,Female,No,No,29.0,Asian/Pacific Islander/Asian-American,No,5.0,8.0,7.0,7.0,5.0,7.0,5.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,Yes,10.0,8.0,7.0,6.0,6.0,7.0,,0.0,0.0
4928,Female,No,Yes,24.0,European/Caucasion-American,No,3.0,6.0,4.0,3.0,3.0,,3.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,Yes,7.0,7.0,7.0,5.0,6.0,5.0,,0.0,0.0
4929,Female,No,No,25.0,Latino/Hispanic American,No,2.0,7.0,7.0,5.0,8.0,2.0,2.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,No,6.0,7.0,7.0,4.0,6.0,2.0,,0.0,0.0
4930,Female,No,Yes,28.0,European/Caucasion-American,No,8.0,9.0,7.0,6.0,6.0,6.0,6.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,No,5.0,7.0,7.0,5.0,4.0,5.0,,0.0,0.0
4931,Female,No,No,27.0,Other,Yes,6.0,5.0,7.0,5.0,7.0,6.0,6.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,No,4.0,8.0,7.0,4.0,7.0,3.0,,0.0,0.0
4932,Female,No,No,,,No,4.0,6.0,5.0,3.0,4.0,4.0,4.0,34.0,Early Childhood Education,"Education, Academia",European/Caucasion-American,1.0,1.0,New Jersey,Seemed like a fan night out,Several times a year,Once a week,Early Childhood Ed. - College/univ. faculity,Academic / Research,Yes,7.0,7.0,7.0,8.0,6.0,5.0,,0.0,0.0
